"projection_system","projection_type","season","playerid","name","team","ab","pa","h","r","hr","rbi","sb","avg"
"oopsy","oopsy",2026,,"Daniel Guilarte","MIL",1,1,0,0,0,0,0,0.183656
"oopsy","oopsy",2026,,"Daniel Lopez","KCR",1,1,0,0,0,0,0,0.212496
"oopsy","oopsy",2026,,"Daniel McElveny",,1,1,0,0,0,0,0,0.196755
"oopsy","oopsy",2026,,"Daniel Montesino",,1,1,0,0,0,0,0,0.195372
"oopsy","oopsy",2026,,"Daniel Pena","MIN",1,1,0,0,0,0,0,0.212125
"oopsy","oopsy",2026,,"Daniel Rojas","STL",1,1,0,0,0,0,0,0.204028
"oopsy","oopsy",2026,,"Daniel Susac","SFG",71,77,16,8,2,8,1,0.227929
"oopsy","oopsy",2026,,"Daniel Vazquez","KCR",1,1,0,0,0,0,0,0.216071
"oopsy","oopsy",2026,,"Daniel Vellojin","TBR",1,1,0,0,0,0,0,0.185561
"oopsy","oopsy",2026,,"Danny De Andrade","MIN",1,1,0,0,0,0,0,0.210693
"oopsy","oopsy",2026,,"Danny Gonzalez",,1,1,0,0,0,0,0,0.196409
"oopsy","oopsy",2026,,"Danny Serretti","ARI",1,1,0,0,0,0,0,0.203102
"oopsy","oopsy",2026,,"Dante Nori","PHI",1,1,0,0,0,0,0,0.22295
"oopsy","oopsy",2026,,"Danyer Cueva","TEX",1,1,0,0,0,0,0,0.209707
"oopsy","oopsy",2026,,"Dariel Ramon","TOR",1,1,0,0,0,0,0,0.208369
"oopsy","oopsy",2026,,"Dario Laverde","LAA",1,1,0,0,0,0,0,0.204858
"oopsy","oopsy",2026,,"Dario Reynoso","SFG",1,1,0,0,0,0,0,0.174225
"oopsy","oopsy",2026,,"Darison Garcia","KCR",1,1,0,0,0,0,0,0.200635
"oopsy","oopsy",2026,,"Darius Hill",,1,1,0,0,0,0,0,0.224524
"oopsy","oopsy",2026,,"Darius Perry",,1,1,0,0,0,0,0,0.183199
"oopsy","oopsy",2026,,"Darlin Moquete",,1,1,0,0,0,0,0,0.209378
"oopsy","oopsy",2026,,"Darling Fernandez","ATH",1,1,0,0,0,0,0,0.205578
"oopsy","oopsy",2026,,"Darlyn De Leon","CHC",1,1,0,0,0,0,0,0.2033
"oopsy","oopsy",2026,,"Darlyn Montero",,1,1,0,0,0,0,0,0.196138
"oopsy","oopsy",2026,,"Darrien Miller","MIL",1,1,0,0,0,0,0,0.191386
"oopsy","oopsy",2026,,"Dasan Brown","MIL",1,1,0,0,0,0,0,0.201232
"oopsy","oopsy",2026,,"Dashyll Tejeda","WSN",1,1,0,0,0,0,0,0.215181
"oopsy","oopsy",2026,,"Dauri Fernandez","CLE",1,1,0,0,0,0,0,0.235367
"oopsy","oopsy",2026,,"David Avitia",,1,1,0,0,0,0,0,0.171226
"oopsy","oopsy",2026,,"David Beckles","TOR",1,1,0,0,0,0,0,0.200678
"oopsy","oopsy",2026,,"David Calabrese","LAA",1,1,0,0,0,0,0,0.201558
"oopsy","oopsy",2026,,"David García","MIL",1,1,0,0,0,0,0,0.193073
"oopsy","oopsy",2026,,"David Leon","CLE",1,1,0,0,0,0,0,0.208558
"oopsy","oopsy",2026,,"David Martin","ARI",1,1,0,0,0,0,0,0.229903
"oopsy","oopsy",2026,,"David McCabe","ATL",1,1,0,0,0,0,0,0.228746
"oopsy","oopsy",2026,,"David Mershon","LAA",1,1,0,0,0,0,0,0.197917
"oopsy","oopsy",2026,,"David Smith",,1,1,0,0,0,0,0,0.185177
"oopsy","oopsy",2026,,"Davis Diaz","ATH",1,1,0,0,0,0,0,0.211701
"oopsy","oopsy",2026,,"Dax Kilby","NYY",1,1,0,0,0,0,0,0.236475
"oopsy","oopsy",2026,,"Dayan Frias","CLE",1,1,0,0,0,0,0,0.203081
"oopsy","oopsy",2026,,"Dayson Croes","SFG",1,1,0,0,0,0,0,0.234843
"oopsy","oopsy",2026,,"Demetrio Crisantes","ARI",1,1,0,0,0,0,0,0.241781
"oopsy","oopsy",2026,,"Demetrio Nadal","MIL",1,1,0,0,0,0,0,0.197667
"oopsy","oopsy",2026,,"Deniel Ortiz","STL",1,1,0,0,0,0,0,0.2245
"oopsy","oopsy",2026,,"Derek Berg","PIT",1,1,0,0,0,0,0,0.19745
"oopsy","oopsy",2026,,"Derek Bernard","COL",1,1,0,0,0,0,0,0.231485
"oopsy","oopsy",2026,,"Derek Datil","TBR",1,1,0,0,0,0,0,0.210267
"oopsy","oopsy",2026,,"Derik Alcantara","CHC",1,1,0,0,0,0,0,0.219109
"oopsy","oopsy",2026,,"Derlin Figueroa","KCR",1,1,0,0,0,0,0,0.211856
"oopsy","oopsy",2026,,"Derniche Valdez","CHC",1,1,0,0,0,0,0,0.196286
"oopsy","oopsy",2026,,"Dervy Ventura","SEA",1,1,0,0,0,0,0,0.195514
"oopsy","oopsy",2026,,"Devin Fitz-Gerald","WSN",1,1,0,0,0,0,0,0.229622
"oopsy","oopsy",2026,,"Devin Mann","SFG",1,1,0,0,0,0,0,0.210475
"oopsy","oopsy",2026,,"Devin Ortiz","CHC",1,1,0,0,0,0,0,0.20304
"oopsy","oopsy",2026,,"Devin Saltiban","PHI",1,1,0,0,0,0,0,0.208056
"oopsy","oopsy",2026,,"Devin Taylor","ATH",1,1,0,0,0,0,0,0.207746
"oopsy","oopsy",2026,,"Devonte Brown",,1,1,0,0,0,0,0,0.200761
"oopsy","oopsy",2026,,"Deward Tovar","TEX",1,1,0,0,0,0,0,0.202331
"oopsy","oopsy",2026,,"Dexters Peralta","NYY",1,1,0,0,0,0,0,0.186051
"oopsy","oopsy",2026,,"Deyvison De Los Santos","MIA",105,112,26,12,4,13,1,0.247414
"oopsy","oopsy",2026,,"Diego Benitez",,1,1,0,0,0,0,0,0.193361
"oopsy","oopsy",2026,,"Diego Cartaya","SFG",1,1,0,0,0,0,0,0.196955
"oopsy","oopsy",2026,,"Diego Gonzalez",,1,1,0,0,0,0,0,0.205077
"oopsy","oopsy",2026,,"Diego Guzman","KCR",1,1,0,0,0,0,0,0.195088
"oopsy","oopsy",2026,,"Diego Hernandez",,1,1,0,0,0,0,0,0.226505
"oopsy","oopsy",2026,,"Diego Mosquera","NYM",1,1,0,0,0,0,0,0.206121
"oopsy","oopsy",2026,,"Diego Omana","CIN",1,1,0,0,0,0,0,0.194995
"oopsy","oopsy",2026,,"Diego Velasquez","SFG",1,1,0,0,0,0,0,0.232262
"oopsy","oopsy",2026,,"Diego Viloria",,1,1,0,0,0,0,0,0.221961
"oopsy","oopsy",2026,,"Dilan Granadillo","CHC",1,1,0,0,0,0,0,0.181604
"oopsy","oopsy",2026,,"Dillon Head","MIA",1,1,0,0,0,0,0,0.217253
"oopsy","oopsy",2026,,"Dillon Lewis","MIA",1,1,0,0,0,0,0,0.228678
"oopsy","oopsy",2026,,"Diomedes Hernandez","NYY",1,1,0,0,0,0,0,0.216954
"oopsy","oopsy",2026,,"Dionmy Salon",,1,1,0,0,0,0,0,0.217436
"oopsy","oopsy",2026,,"Diosfran Cabeza","ARI",1,1,0,0,0,0,0,0.205796
"oopsy","oopsy",2026,,"Dixon Williams","ATL",1,1,0,0,0,0,0,0.205087
"oopsy","oopsy",2026,,"DJ Gladney","NYY",1,1,0,0,0,0,0,0.211067
"oopsy","oopsy",2026,,"DJ Layton","BAL",1,1,0,0,0,0,0,0.193917
"oopsy","oopsy",2026,,"Dom Keegan","TBR",58,64,13,7,2,7,0,0.228901
"oopsy","oopsy",2026,,"Dominic Pitelli","CIN",1,1,0,0,0,0,0,0.194997
"oopsy","oopsy",2026,,"Donta' Williams",,1,1,0,0,0,0,0,0.198583
"oopsy","oopsy",2026,,"Donte Grant","SDP",1,1,0,0,0,0,0,0.179446
"oopsy","oopsy",2026,,"Douglas Glod","ATL",1,1,0,0,0,0,0,0.174571
"oopsy","oopsy",2026,,"Douglas Hodo III","BAL",1,1,0,0,0,0,0,0.192652
"oopsy","oopsy",2026,,"Drake Logan","CHW",1,1,0,0,0,0,0,0.199692
"oopsy","oopsy",2026,,"Drake Osborn",,1,1,0,0,0,0,0,0.211238
"oopsy","oopsy",2026,,"Drew Bowser","CHC",1,1,0,0,0,0,0,0.177785
"oopsy","oopsy",2026,,"Drew Brutcher","HOU",1,1,0,0,0,0,0,0.206462
"oopsy","oopsy",2026,,"Drew Cavanaugh","SFG",1,1,0,0,0,0,0,0.207682
"oopsy","oopsy",2026,,"Drew Compton","ATL",1,1,0,0,0,0,0,0.223286
"oopsy","oopsy",2026,,"Drew Davies","CIN",1,1,0,0,0,0,0,0.192059
"oopsy","oopsy",2026,,"Drew Ehrhard","BOS",1,1,0,0,0,0,0,0.225607
"oopsy","oopsy",2026,,"Drew Faurot","MIA",1,1,0,0,0,0,0,0.225105
"oopsy","oopsy",2026,,"Drew Jemison",,1,1,0,0,0,0,0,0.20813
"oopsy","oopsy",2026,,"Drew Swift","ATH",1,1,0,0,0,0,0,0.205671
"oopsy","oopsy",2026,,"Drew Vogel",,1,1,0,0,0,0,0,0.169561
"oopsy","oopsy",2026,,"Dru Baker","CHW",1,1,0,0,0,0,0,0.227215
"oopsy","oopsy",2026,,"Druw Jones","ARI",1,1,0,0,0,0,0,0.214652
"oopsy","oopsy",2026,,"Dub Gleed","MIA",1,1,0,0,0,0,0,0.222016
"oopsy","oopsy",2026,,"Duce Gourson","PIT",1,1,0,0,0,0,0,0.225524
"oopsy","oopsy",2026,,"Duncan Pastore","NYY",1,1,0,0,0,0,0,0.208415
"oopsy","oopsy",2026,,"Dustin Crenshaw","SEA",1,1,0,0,0,0,0,0.196685
"oopsy","oopsy",2026,,"Dustin Dickerson","KCR",1,1,0,0,0,0,0,0.203894
"oopsy","oopsy",2026,,"Dyan Jorge","COL",1,1,0,0,0,0,0,0.228798
"oopsy","oopsy",2026,,"Dylan Campbell","PHI",1,1,0,0,0,0,0,0.212917
"oopsy","oopsy",2026,,"Dylan Dreiling","TEX",1,1,0,0,0,0,0,0.209933
"oopsy","oopsy",2026,,"Dylan Fien","ATH",1,1,0,0,0,0,0,0.21134
"oopsy","oopsy",2026,,"Dylan Grego","SDP",1,1,0,0,0,0,0,0.20686
"oopsy","oopsy",2026,,"Dylan Jasso","MIA",1,1,0,0,0,0,0,0.224304
"oopsy","oopsy",2026,,"Dylan Shockley",,1,1,0,0,0,0,0,0.185713
"oopsy","oopsy",2026,,"E.J. Exposito","ATL",1,1,0,0,0,0,0,0.211585
"oopsy","oopsy",2026,,"Easton Shelton","LAD",1,1,0,0,0,0,0,0.190526
"oopsy","oopsy",2026,,"Echedry Vargas","MIA",1,1,0,0,0,0,0,0.221189
"oopsy","oopsy",2026,,"Ed Howard","CHC",1,1,0,0,0,0,0,0.194705
"oopsy","oopsy",2026,,"Eddie Micheletti Jr.","TOR",1,1,0,0,0,0,0,0.215463
"oopsy","oopsy",2026,,"Eddie Rynders","PIT",1,1,0,0,0,0,0,0.199096
"oopsy","oopsy",2026,,"Eddinson Paulino",,1,1,0,0,0,0,0,0.216208
"oopsy","oopsy",2026,,"Eddy Rodriguez",,1,1,0,0,0,0,0,0.187523
"oopsy","oopsy",2026,,"Edgar Alfonso","LAA",1,1,0,0,0,0,0,0.199588
"oopsy","oopsy",2026,,"Edgar Alvarez","CHC",1,1,0,0,0,0,0,0.20303
"oopsy","oopsy",2026,,"Edgardo De Leon","MIA",1,1,0,0,0,0,0,0.206536
"oopsy","oopsy",2026,,"Edgardo Ordonez","MIL",1,1,0,0,0,0,0,0.186997
"oopsy","oopsy",2026,,"Edgleen Perez","PIT",1,1,0,0,0,0,0,0.195554
"oopsy","oopsy",2026,,"Ediel Rivera","NYY",1,1,0,0,0,0,0,0.187591
"oopsy","oopsy",2026,,"Edinson Duran","NYY",1,1,0,0,0,0,0,0.222335
"oopsy","oopsy",2026,,"Edrei Campos","BAL",1,1,0,0,0,0,0,0.200195
"oopsy","oopsy",2026,,"Edrick Felix",,1,1,0,0,0,0,0,0.191879
"oopsy","oopsy",2026,,"Eduardo Beltre","MIN",1,1,0,0,0,0,0,0.206483
"oopsy","oopsy",2026,,"Eduardo Garcia","MIL",1,1,0,0,0,0,0,0.203405
"oopsy","oopsy",2026,,"Eduardo Guerrero","LAD",1,1,0,0,0,0,0,0.19838
"oopsy","oopsy",2026,,"Eduardo Lopez",,1,1,0,0,0,0,0,0.205614
"oopsy","oopsy",2026,,"Eduardo Oviedo",,1,1,0,0,0,0,0,0.182282
"oopsy","oopsy",2026,,"Eduardo Ponce","SEA",1,1,0,0,0,0,0,0.198593
"oopsy","oopsy",2026,,"Eduardo Quintero","LAD",1,1,0,0,0,0,0,0.216192
"oopsy","oopsy",2026,,"Eduardo Tait","MIN",1,1,0,0,0,0,0,0.231855
"oopsy","oopsy",2026,,"Eduardo Valencia","DET",12,13,3,1,0,1,0,0.238577
"oopsy","oopsy",2026,,"Edward Duran","TOR",1,1,0,0,0,0,0,0.218582
"oopsy","oopsy",2026,,"Edward Florentino","PIT",1,1,0,0,0,0,0,0.224671
"oopsy","oopsy",2026,,"Edward Lantigua","NYM",1,1,0,0,0,0,0,0.214419
"oopsy","oopsy",2026,,"Edwardo Espinal","LAA",1,1,0,0,0,0,0,0.186171
"oopsy","oopsy",2026,,"Edwin Amparo","BAL",1,1,0,0,0,0,0,0.195369
"oopsy","oopsy",2026,,"Edwin Arroyo","CIN",13,14,3,2,0,1,0,0.240602
"oopsy","oopsy",2026,,"Edwin Brito","BOS",1,1,0,0,0,0,0,0.195493
"oopsy","oopsy",2026,,"Edwin Díaz","HOU",1,1,0,0,0,0,0,0.204376
"oopsy","oopsy",2026,,"Efren Teran","BOS",1,1,0,0,0,0,0,0.225575
"oopsy","oopsy",2026,,"EJ Andrews Jr.",,1,1,0,0,0,0,0,0.190748
"oopsy","oopsy",2026,,"Eli Lovich","CHC",1,1,0,0,0,0,0,0.196826
"oopsy","oopsy",2026,,"Eli Serrano III","NYM",1,1,0,0,0,0,0,0.210539
"oopsy","oopsy",2026,,"Eli Wilson",,1,1,0,0,0,0,0,0.216846
"oopsy","oopsy",2026,,"Elian Rayo",,1,1,0,0,0,0,0,0.188205
"oopsy","oopsy",2026,,"Elian Soto","WSN",1,1,0,0,0,0,0,0.168515
"oopsy","oopsy",2026,,"Eliesbert Alejos","ARI",1,1,0,0,0,0,0,0.206388
"oopsy","oopsy",2026,,"Eliezer Alfonzo","LAD",1,1,0,0,0,0,0,0.232782
"oopsy","oopsy",2026,,"Eliezer Rivero","LAD",1,1,0,0,0,0,0,0.196042
"oopsy","oopsy",2026,,"Elih Marrero","KCR",1,1,0,0,0,0,0,0.215548
"oopsy","oopsy",2026,,"Elijah Green","WSN",1,1,0,0,0,0,0,0.181804
"oopsy","oopsy",2026,,"Elijah Hainline","LAD",1,1,0,0,0,0,0,0.206377
"oopsy","oopsy",2026,,"Elijah Nunez","WSN",1,1,0,0,0,0,0,0.200774
"oopsy","oopsy",2026,,"Elio Campos","ATL",1,1,0,0,0,0,0,0.225426
"oopsy","oopsy",2026,,"Elio Prado",,1,1,0,0,0,0,0,0.203513
"oopsy","oopsy",2026,,"Elis Cuevas","BAL",1,1,0,0,0,0,0,0.211141
"oopsy","oopsy",2026,,"Elvin Garcia","BAL",1,1,0,0,0,0,0,0.191598
"oopsy","oopsy",2026,,"Elvis Rijo",,1,1,0,0,0,0,0,0.199776
"oopsy","oopsy",2026,,"Ely Brown","CHW",1,1,0,0,0,0,0,0.227718
"oopsy","oopsy",2026,,"Emaarion Boyd","MIA",1,1,0,0,0,0,0,0.22409
"oopsy","oopsy",2026,,"Emil Morales","LAD",1,1,0,0,0,0,0,0.211154
"oopsy","oopsy",2026,,"Emil Turbi",,1,1,0,0,0,0,0,0.185478
"oopsy","oopsy",2026,,"Émilien Pitre","TBR",1,1,0,0,0,0,0,0.220807
"oopsy","oopsy",2026,,"Emmanuel Rodriguez","MIN",41,49,9,7,2,5,1,0.223508
"oopsy","oopsy",2026,,"Enddy Azocar","BOS",1,1,0,0,0,0,0,0.221858
"oopsy","oopsy",2026,,"Enderso Lira",,1,1,0,0,0,0,0,0.219193
"oopsy","oopsy",2026,,"Enderson Delgado","DET",1,1,0,0,0,0,0,0.195346
"oopsy","oopsy",2026,,"Engel Paulino","MIL",1,1,0,0,0,0,0,0.178738
"oopsy","oopsy",2026,,"Engelth Urena","NYY",1,1,0,0,0,0,0,0.197902
"oopsy","oopsy",2026,,"Enmanuel Bonilla","TOR",1,1,0,0,0,0,0,0.179098
"oopsy","oopsy",2026,,"Enmanuel Ramirez","WSN",1,1,0,0,0,0,0,0.215764
"oopsy","oopsy",2026,,"Enmanuel Tejeda","NYY",1,1,0,0,0,0,0,0.216867
"oopsy","oopsy",2026,,"Enmanuel Terrero",,1,1,0,0,0,0,0,0.204122
"oopsy","oopsy",2026,,"Enrique Bradfield Jr.","BAL",1,1,0,0,0,0,0,0.224812
"oopsy","oopsy",2026,,"Enrique Jimenez","MIN",1,1,0,0,0,0,0,0.207921
"oopsy","oopsy",2026,,"Enyervert Perez","ARI",1,1,0,0,0,0,0,0.201423
"oopsy","oopsy",2026,,"Eriandys Ramon","CHC",1,1,0,0,0,0,0,0.205409
"oopsy","oopsy",2026,,"Eric Bitonti","MIL",1,1,0,0,0,0,0,0.190783
"oopsy","oopsy",2026,,"Eric Brown Jr.","MIL",1,1,0,0,0,0,0,0.199992
"oopsy","oopsy",2026,,"Eric Hartman","ATL",1,1,0,0,0,0,0,0.209397
"oopsy","oopsy",2026,,"Eric Martinez","MIL",1,1,0,0,0,0,0,0.208011
"oopsy","oopsy",2026,,"Eric Rataczak","MIA",1,1,0,0,0,0,0,0.201635
"oopsy","oopsy",2026,,"Eric Snow","TOR",1,1,0,0,0,0,0,0.223463
"oopsy","oopsy",2026,,"Erick Alvarez",,1,1,0,0,0,0,0,0.20557
"oopsy","oopsy",2026,,"Erick Brito","PHI",1,1,0,0,0,0,0,0.217997
"oopsy","oopsy",2026,,"Erick Lara","TBR",1,1,0,0,0,0,0,0.179017
"oopsy","oopsy",2026,,"Erick Torres","KCR",1,1,0,0,0,0,0,0.222816
"oopsy","oopsy",2026,,"Ernesto Martinez Jr.","NYY",1,1,0,0,0,0,0,0.234721
"oopsy","oopsy",2026,,"Esmerlyn Valdez","PIT",1,1,0,0,0,0,0,0.220968
"oopsy","oopsy",2026,,"Esmil Valencia","MIA",1,1,0,0,0,0,0,0.225224
"oopsy","oopsy",2026,,"Esmith Pineda","CIN",1,1,0,0,0,0,0,0.205013
"oopsy","oopsy",2026,,"Estarling Mercado","NYM",1,1,0,0,0,0,0,0.200901
"oopsy","oopsy",2026,,"Esteban González","CLE",1,1,0,0,0,0,0,0.217063
"oopsy","oopsy",2026,,"Esteban Mejia","TEX",1,1,0,0,0,0,0,0.210674
"oopsy","oopsy",2026,,"Estuar Suero","PIT",1,1,0,0,0,0,0,0.186451
"oopsy","oopsy",2026,,"Ethan Anderson","BAL",1,1,0,0,0,0,0,0.231805
"oopsy","oopsy",2026,,"Ethan Frey","HOU",1,1,0,0,0,0,0,0.219405
"oopsy","oopsy",2026,,"Ethan Hearn","CHC",1,1,0,0,0,0,0,0.187787
"oopsy","oopsy",2026,,"Ethan Hedges","COL",1,1,0,0,0,0,0,0.23676
"oopsy","oopsy",2026,,"Ethan Lege",,1,1,0,0,0,0,0,0.203746
"oopsy","oopsy",2026,,"Ethan Long","SDP",1,1,0,0,0,0,0,0.184654
"oopsy","oopsy",2026,,"Ethan Murray","MIL",12,14,2,1,0,1,0,0.201125
"oopsy","oopsy",2026,,"Ethan O'Donnell","MIA",1,1,0,0,0,0,0,0.215762
"oopsy","oopsy",2026,,"Ethan Petry","WSN",1,1,0,0,0,0,0,0.216752
"oopsy","oopsy",2026,,"Ethan Salas","SDP",1,1,0,0,0,0,0,0.213744
"oopsy","oopsy",2026,,"Ethan Wagner","HOU",1,1,0,0,0,0,0,0.20171
"oopsy","oopsy",2026,,"Ethan Workinger","ATL",1,1,0,0,0,0,0,0.22691
"oopsy","oopsy",2026,,"Euribiel Angeles","ATH",1,1,0,0,0,0,0,0.246353
"oopsy","oopsy",2026,,"Evan Edwards",,1,1,0,0,0,0,0,0.200501
"oopsy","oopsy",2026,,"Everett Cooper III","WSN",1,1,0,0,0,0,0,0.217218
"oopsy","oopsy",2026,,"Eyeksson Rojas","WSN",1,1,0,0,0,0,0,0.216462
"oopsy","oopsy",2026,,"Ezequiel Pagan",,1,1,0,0,0,0,0,0.223079
"oopsy","oopsy",2026,,"Fabian Lopez","MIA",1,1,0,0,0,0,0,0.184357
"oopsy","oopsy",2026,,"Facundo Velasquez","STL",1,1,0,0,0,0,0,0.169932
"oopsy","oopsy",2026,,"Feldi Tavarez","WSN",1,1,0,0,0,0,0,0.193937
"oopsy","oopsy",2026,,"Félix Amparo","BAL",1,1,0,0,0,0,0,0.228108
"oopsy","oopsy",2026,,"Felix Cotes","TBR",1,1,0,0,0,0,0,0.210242
"oopsy","oopsy",2026,,"Felix Morrobel","LAA",1,1,0,0,0,0,0,0.203874
"oopsy","oopsy",2026,,"Felix Reyes","PHI",1,1,0,0,0,0,0,0.240165
"oopsy","oopsy",2026,,"Felix Stevens",,1,1,0,0,0,0,0,0.20153
"oopsy","oopsy",2026,,"Felix Tena",,1,1,0,0,0,0,0,0.214614
"oopsy","oopsy",2026,,"Felnin Celesten","SEA",1,1,0,0,0,0,0,0.211042
"oopsy","oopsy",2026,,"Fenwick Trimble","MIA",1,1,0,0,0,0,0,0.229557
"oopsy","oopsy",2026,,"Fernando Caldera","HOU",1,1,0,0,0,0,0,0.190111
"oopsy","oopsy",2026,,"Fernando Gonzalez","SFG",1,1,0,0,0,0,0,0.223096
"oopsy","oopsy",2026,,"Fernando Peguero","BAL",1,1,0,0,0,0,0,0.206491
"oopsy","oopsy",2026,,"Filippo Di Turi","MIL",1,1,0,0,0,0,0,0.187821
"oopsy","oopsy",2026,,"Frainyer Chavez","TEX",1,1,0,0,0,0,0,0.208617
"oopsy","oopsy",2026,,"Francesco Barbieri",,1,1,0,0,0,0,0,0.190817
"oopsy","oopsy",2026,,"Francisco Acuna","SDP",1,1,0,0,0,0,0,0.209482
"oopsy","oopsy",2026,,"Francisco Espinoza","LAD",1,1,0,0,0,0,0,0.224657
"oopsy","oopsy",2026,,"Francisco Garcia",,1,1,0,0,0,0,0,0.194713
"oopsy","oopsy",2026,,"Francisco Loreto","PIT",1,1,0,0,0,0,0,0.20694
"oopsy","oopsy",2026,,"Francisco Toledo","NYM",1,1,0,0,0,0,0,0.19787
"oopsy","oopsy",2026,,"Francisco Urbaez","CIN",1,1,0,0,0,0,0,0.242294
"oopsy","oopsy",2026,,"Frank Rodriguez","LAD",1,1,0,0,0,0,0,0.202375
"oopsy","oopsy",2026,,"Franklin Arias","BOS",1,1,0,0,0,0,0,0.255329
"oopsy","oopsy",2026,,"Franyer Noria",,1,1,0,0,0,0,0,0.215655
"oopsy","oopsy",2026,,"Franyerber Montilla","DET",1,1,0,0,0,0,0,0.203739
"oopsy","oopsy",2026,,"Fraymi De Leon","BOS",1,1,0,0,0,0,0,0.204794
"oopsy","oopsy",2026,,"Freddy Zamora","MIL",1,1,0,0,0,0,0,0.209033
"oopsy","oopsy",2026,,"Frederi Montero","MIL",1,1,0,0,0,0,0,0.195508
"oopsy","oopsy",2026,,"Frederick Bencosme","BAL",1,1,0,0,0,0,0,0.223839
"oopsy","oopsy",2026,,"Frederik Jimenez","BOS",1,1,0,0,0,0,0,0.197857
"oopsy","oopsy",2026,,"Freili Encarnacion","BOS",1,1,0,0,0,0,0,0.220739
"oopsy","oopsy",2026,,"Freuddy Batista","HOU",1,1,0,0,0,0,0,0.203533
"oopsy","oopsy",2026,,"Gabriel Gonzalez","MIN",38,42,10,5,1,5,0,0.251458
"oopsy","oopsy",2026,,"Gabriel Lara","NYY",1,1,0,0,0,0,0,0.205322
"oopsy","oopsy",2026,,"Gabriel Martinez",,1,1,0,0,0,0,0,0.22565
"oopsy","oopsy",2026,,"Gabriel Moncada",,1,1,0,0,0,0,0,0.181096
"oopsy","oopsy",2026,,"Gabriel Rincones Jr.","PHI",31,35,7,4,1,4,1,0.227798
"oopsy","oopsy",2026,,"Gabriel Rodriguez","CLE",1,1,0,0,0,0,0,0.213053
"oopsy","oopsy",2026,,"Gabriel Silva","KCR",1,1,0,0,0,0,0,0.186351
"oopsy","oopsy",2026,,"Gabriel Terrero",,1,1,0,0,0,0,0,0.203459
"oopsy","oopsy",2026,,"Gage Miller","MIA",1,1,0,0,0,0,0,0.218874
"oopsy","oopsy",2026,,"Garret Forrester","MIA",1,1,0,0,0,0,0,0.198459
"oopsy","oopsy",2026,,"Garret Guillemette","HOU",1,1,0,0,0,0,0,0.207053
"oopsy","oopsy",2026,,"Garrett Howe","CLE",1,1,0,0,0,0,0,0.19287
"oopsy","oopsy",2026,,"Garrett Martin","NYY",1,1,0,0,0,0,0,0.200068
"oopsy","oopsy",2026,,"Garrett Pennington","DET",1,1,0,0,0,0,0,0.23392
"oopsy","oopsy",2026,,"Garrett Spain","MIN",1,1,0,0,0,0,0,0.202646
"oopsy","oopsy",2026,,"Gavin Collins",,1,1,0,0,0,0,0,0.224589
"oopsy","oopsy",2026,,"Gavin Conticello","ARI",1,1,0,0,0,0,0,0.222656
"oopsy","oopsy",2026,,"Gavin Cross","KCR",1,1,0,0,0,0,0,0.216568
"oopsy","oopsy",2026,,"Gavin Dugas","WSN",1,1,0,0,0,0,0,0.19094
"oopsy","oopsy",2026,,"Gavin Logan","ARI",1,1,0,0,0,0,0,0.188717
"oopsy","oopsy",2026,,"Gavin Turley","ATH",1,1,0,0,0,0,0,0.208738
"oopsy","oopsy",2026,,"George Feliz","SEA",1,1,0,0,0,0,0,0.174894
"oopsy","oopsy",2026,,"George Lombard Jr.","NYY",1,1,0,0,0,0,0,0.206569
"oopsy","oopsy",2026,,"George Wolkow","CHW",1,1,0,0,0,0,0,0.193708
"oopsy","oopsy",2026,,"Geovanny Planchart","TOR",1,1,0,0,0,0,0,0.204348
"oopsy","oopsy",2026,,"Geraldo Quintero","ATL",1,1,0,0,0,0,0,0.219365
"oopsy","oopsy",2026,,"Gerardo Rodriguez","BOS",1,1,0,0,0,0,0,0.235928
"oopsy","oopsy",2026,,"German Ortiz","ATH",1,1,0,0,0,0,0,0.2011
"oopsy","oopsy",2026,,"German Ramirez","HOU",1,1,0,0,0,0,0,0.195574
"oopsy","oopsy",2026,,"Gery Holguin","MIL",1,1,0,0,0,0,0,0.179112
"oopsy","oopsy",2026,,"Gian Zapata","ARI",1,1,0,0,0,0,0,0.194765
"oopsy","oopsy",2026,,"Gio Cueto","LAD",1,1,0,0,0,0,0,0.206007
"oopsy","oopsy",2026,,"Giullianno Allende",,1,1,0,0,0,0,0,0.196303
"oopsy","oopsy",2026,,"GJ Hill","COL",1,1,0,0,0,0,0,0.204297
"oopsy","oopsy",2026,,"Gleider Figuereo","TEX",1,1,0,0,0,0,0,0.198918
"oopsy","oopsy",2026,,"Grant Magill","CHW",1,1,0,0,0,0,0,0.20498
"oopsy","oopsy",2026,,"Grant Richardson",,1,1,0,0,0,0,0,0.213669
"oopsy","oopsy",2026,,"Grant Smith",,1,1,0,0,0,0,0,0.188096
"oopsy","oopsy",2026,,"Graysen Tarlow","STL",1,1,0,0,0,0,0,0.215291
"oopsy","oopsy",2026,,"Gregory Barrios","TBR",1,1,0,0,0,0,0,0.228181
"oopsy","oopsy",2026,,"Griff O'Ferrall","BAL",1,1,0,0,0,0,0,0.223777
"oopsy","oopsy",2026,,"Griffin Burkholder","PHI",1,1,0,0,0,0,0,0.212384
"oopsy","oopsy",2026,,"Griffin Lockwood-Powell","LAD",1,1,0,0,0,0,0,0.199393
