"projection_system","projection_type","season","playerid","name","team","ab","pa","h","r","hr","rbi","sb","avg"
"oopsy","oopsy",2026,25425,"Austin Shenton",,1,1,0,0,0,0,0,0.207273
"oopsy","oopsy",2026,25434,"Will Wilson","SEA",1,1,0,0,0,0,0,0.204424
"oopsy","oopsy",2026,25448,"Greg Jones","MIL",1,1,0,0,0,0,0,0.205876
"oopsy","oopsy",2026,25467,"Will Robertson","BAL",1,1,0,0,0,0,0,0.226328
"oopsy","oopsy",2026,25476,"Cam Eden",,1,1,0,0,0,0,0,0.199419
"oopsy","oopsy",2026,25477,"Isaac Collins","KCR",385,448,95,60,8,44,17,0.247086
"oopsy","oopsy",2026,25479,"Brenton Doyle","COL",547,595,133,67,20,68,22,0.242465
"oopsy","oopsy",2026,25483,"Nick Sogard","BOS",12,14,3,1,0,1,0,0.235197
"oopsy","oopsy",2026,25493,"Joey Ortiz","MIL",570,630,141,75,13,64,15,0.248374
"oopsy","oopsy",2026,25505,"Cade Marlowe","ATH",1,1,0,0,0,0,0,0.218918
"oopsy","oopsy",2026,25524,"Aaron Schunk","ATL",1,1,0,0,0,0,0,0.226973
"oopsy","oopsy",2026,25543,"Korey Lee","CHW",95,102,22,10,3,11,2,0.226905
"oopsy","oopsy",2026,25616,"Marco Luciano","NYY",1,1,0,0,0,0,0,0.210654
"oopsy","oopsy",2026,25621,"Bryan Ramos","BAL",19,21,4,2,1,2,0,0.224795
"oopsy","oopsy",2026,25629,"Cody Freeman","TEX",195,210,46,20,6,23,3,0.236349
"oopsy","oopsy",2026,25643,"Drew Millas","WSN",128,141,31,15,2,13,3,0.243159
"oopsy","oopsy",2026,25660,"Will Brennan","SFG",71,77,18,8,1,8,1,0.260958
"oopsy","oopsy",2026,25688,"Cam Devanney",,1,1,0,0,0,0,0,0.218529
"oopsy","oopsy",2026,25690,"Grant McCray","SFG",13,14,3,2,0,1,1,0.222079
"oopsy","oopsy",2026,25705,"Dustin Harris","CHW",1,1,0,0,0,0,0,0.22867
"oopsy","oopsy",2026,25714,"Blaine Crim","COL",164,182,38,20,6,21,1,0.233043
"oopsy","oopsy",2026,25764,"Bobby Witt Jr.","KCR",615,679,186,110,32,104,35,0.302308
"oopsy","oopsy",2026,25768,"CJ Abrams","WSN",569,630,147,81,18,71,32,0.257831
"oopsy","oopsy",2026,25779,"Tyler Tolbert","KCR",89,98,20,11,1,8,8,0.22343
"oopsy","oopsy",2026,25782,"Pedro Pagés","STL",325,358,74,37,9,36,1,0.228391
"oopsy","oopsy",2026,25805,"Blake Sabol","TBR",1,1,0,0,0,0,0,0.21225
"oopsy","oopsy",2026,25807,"Jared Triolo","PIT",486,553,116,61,10,52,16,0.238947
"oopsy","oopsy",2026,25813,"Grae Kessinger","NYM",6,7,1,1,0,1,0,0.206055
"oopsy","oopsy",2026,25814,"C.J. Stubbs","TOR",1,1,0,0,0,0,0,0.187819
"oopsy","oopsy",2026,25816,"Shea Langeliers","ATH",476,524,123,68,26,79,6,0.259456
"oopsy","oopsy",2026,25817,"Braden Shewmake","NYY",1,1,0,0,0,0,0,0.214183
"oopsy","oopsy",2026,25822,"Andre Lipcius",,1,1,0,0,0,0,0,0.221913
"oopsy","oopsy",2026,25844,"Logan Davidson","TBR",1,1,0,0,0,0,0,0.20754
"oopsy","oopsy",2026,25845,"Michael Toglia","CIN",1,1,0,0,0,0,0,0.210402
"oopsy","oopsy",2026,25855,"Matt Gorski","LAD",1,1,0,0,0,0,0,0.228144
"oopsy","oopsy",2026,25867,"Ryan Kreidler","MIN",92,105,19,11,2,10,4,0.204397
"oopsy","oopsy",2026,25878,"Corbin Carroll","ARI",556,637,146,112,24,81,35,0.263222
"oopsy","oopsy",2026,25931,"Michael Harris II","ATL",534,574,149,77,21,78,19,0.280014
"oopsy","oopsy",2026,25961,"Kerry Carpenter","DET",449,490,115,65,23,69,3,0.256708
"oopsy","oopsy",2026,25967,"Orelvis Martinez","WSN",63,70,13,8,3,9,0,0.212901
"oopsy","oopsy",2026,25971,"Kevin Alcántara","CHC",32,35,7,4,1,4,1,0.235067
"oopsy","oopsy",2026,25976,"Riley Greene","DET",583,651,157,93,30,92,5,0.269507
"oopsy","oopsy",2026,25979,"Nasim Nuñez","WSN",284,322,63,30,4,23,29,0.223021
"oopsy","oopsy",2026,25980,"Matthew Lugo","LAA",32,35,7,4,1,4,1,0.228851
"oopsy","oopsy",2026,25999,"Victor Mesa Jr.","TBR",13,14,3,1,0,1,0,0.234255
"oopsy","oopsy",2026,26031,"Vaughn Grissom","LAA",232,259,59,29,6,26,5,0.252773
"oopsy","oopsy",2026,26106,"Maverick Handley","BAL",6,6,1,1,0,1,0,0.206185
"oopsy","oopsy",2026,26121,"Francisco Alvarez","NYM",394,446,95,56,20,60,1,0.241965
"oopsy","oopsy",2026,26123,"Brett Baty","NYM",395,441,98,52,16,54,3,0.249016
"oopsy","oopsy",2026,26143,"Troy Johnston","COL",248,273,63,31,7,28,12,0.253848
"oopsy","oopsy",2026,26148,"Tristin English","ATL",1,1,0,0,0,0,0,0.235918
"oopsy","oopsy",2026,26149,"Dominic Fletcher","PIT",6,7,1,1,0,1,0,0.233384
"oopsy","oopsy",2026,26151,"Kyle Stowers","MIA",541,609,135,80,28,84,4,0.249227
"oopsy","oopsy",2026,26197,"Andrew Vaughn","MIL",506,560,128,66,21,74,1,0.253908
"oopsy","oopsy",2026,26202,"Jake Mangum","PIT",318,343,84,37,3,30,14,0.263202
"oopsy","oopsy",2026,26208,"Tyler Fitzgerald","SFG",19,21,4,2,1,2,1,0.22716
"oopsy","oopsy",2026,26224,"Darell Hernaiz","ATH",146,161,37,17,2,15,3,0.251752
"oopsy","oopsy",2026,26244,"Kenedy Corona","NYY",1,1,0,0,0,0,0,0.205692
"oopsy","oopsy",2026,26284,"John Rave","KCR",119,133,28,17,3,14,4,0.237148
"oopsy","oopsy",2026,26288,"Adley Rutschman","BAL",493,566,127,73,17,70,1,0.257018
"oopsy","oopsy",2026,26289,"Gunnar Henderson","BAL",590,672,166,109,28,98,24,0.281191
"oopsy","oopsy",2026,26294,"Bryson Stott","PHI",557,623,142,73,14,65,26,0.255223
"oopsy","oopsy",2026,26295,"Oliver Dunn","CHW",1,1,0,0,0,0,0,0.211712
"oopsy","oopsy",2026,26299,"Josh Jung","TEX",522,567,129,62,20,69,5,0.247244
"oopsy","oopsy",2026,26319,"Michael Busch","CHC",524,595,130,76,26,82,3,0.247313
"oopsy","oopsy",2026,26323,"Spencer Steer","CIN",333,378,80,45,12,45,6,0.240003
"oopsy","oopsy",2026,26365,"Jonny DeLuca","TBR",266,294,62,36,9,32,10,0.233729
"oopsy","oopsy",2026,26368,"JJ Bleday","CIN",296,336,69,40,12,41,3,0.232069
"oopsy","oopsy",2026,26374,"Kameron Misner","KCR",49,56,11,7,1,6,2,0.219815
"oopsy","oopsy",2026,26396,"Josh Smith","TEX",445,511,109,61,10,51,10,0.245071
"oopsy","oopsy",2026,26420,"Kyren Paris","LAA",18,21,4,3,1,2,1,0.210952
"oopsy","oopsy",2026,26438,"Dominic Canzone","SEA",390,427,96,49,17,55,5,0.245798
"oopsy","oopsy",2026,26466,"Matt Wallner","MIN",413,476,101,66,22,67,5,0.244366
"oopsy","oopsy",2026,26467,"Luis Matos","SFG",71,77,18,8,2,9,2,0.250497
"oopsy","oopsy",2026,26469,"Davis Wendzel","PIT",6,7,1,1,0,1,0,0.215617
"oopsy","oopsy",2026,26477,"Spencer Horwitz","PIT",432,497,112,58,11,56,2,0.259394
"oopsy","oopsy",2026,26517,"Noelvi Marte","CIN",491,539,124,61,17,65,16,0.252363
"oopsy","oopsy",2026,26536,"Warming Bernabel","WSN",1,1,0,0,0,0,0,0.242996
"oopsy","oopsy",2026,26540,"Angel Martínez","CLE",261,287,62,31,6,29,5,0.235899
"oopsy","oopsy",2026,26546,"Agustín Ramírez","MIA",434,478,109,56,17,62,12,0.249831
"oopsy","oopsy",2026,26548,"Luisangel Acuña","CHW",368,399,92,41,6,35,24,0.250135
"oopsy","oopsy",2026,26599,"Jonatan Clase","TOR",13,14,3,2,0,1,1,0.2272
"oopsy","oopsy",2026,26668,"Elly De La Cruz","CIN",601,672,160,101,27,90,41,0.265788
"oopsy","oopsy",2026,27462,"Austin Martin","MIN",300,350,72,39,4,30,12,0.240289
"oopsy","oopsy",2026,27464,"Dillon Dingler","DET",394,435,96,50,14,50,1,0.242912
"oopsy","oopsy",2026,27465,"Spencer Torkelson","DET",568,651,135,79,26,86,2,0.236897
"oopsy","oopsy",2026,27467,"Tyler Soderstrom","ATH",529,588,136,75,25,83,4,0.256735
"oopsy","oopsy",2026,27471,"Zach DeLoach",,1,1,0,0,0,0,0,0.228339
"oopsy","oopsy",2026,27475,"Jordan Walker","STL",493,546,124,65,15,61,10,0.250488
"oopsy","oopsy",2026,27478,"Patrick Bailey","SFG",473,525,106,54,11,50,2,0.224807
"oopsy","oopsy",2026,27479,"Masyn Winn","STL",585,644,150,76,14,68,14,0.255506
"oopsy","oopsy",2026,27482,"Robert Hassell III","WSN",228,252,54,24,5,22,6,0.234631
"oopsy","oopsy",2026,27490,"Nick Gonzales","PIT",381,420,97,52,8,44,2,0.255293
"oopsy","oopsy",2026,27493,"Rece Hinds","CIN",13,14,3,2,1,2,0,0.23678
"oopsy","oopsy",2026,27496,"Owen Caissie","MIA",366,413,90,50,13,49,3,0.246637
"oopsy","oopsy",2026,27497,"Tyler Callihan","CIN",32,35,7,4,1,4,1,0.227991
"oopsy","oopsy",2026,27501,"Justin Foscue","TEX",25,28,6,3,1,3,0,0.22512
"oopsy","oopsy",2026,27504,"Nick Yorke","PIT",115,126,29,14,2,12,3,0.250108
"oopsy","oopsy",2026,27506,"Ha-Seong Kim","ATL",361,413,87,48,8,41,16,0.240932
"oopsy","oopsy",2026,27531,"David Hamilton","MIL",169,189,37,22,5,18,18,0.218324
"oopsy","oopsy",2026,27534,"Edouard Julien","COL",369,434,88,50,12,45,5,0.239457
"oopsy","oopsy",2026,27543,"Duke Ellis","NYY",1,1,0,0,0,0,0,0.213337
"oopsy","oopsy",2026,27555,"Garrett Mitchell","MIL",358,406,87,53,12,44,15,0.24335
"oopsy","oopsy",2026,27562,"Austin Wells","NYY",410,461,96,55,18,59,5,0.233394
"oopsy","oopsy",2026,27573,"Gage Workman","DET",1,1,0,0,0,0,0,0.214454
"oopsy","oopsy",2026,27577,"Casey Schmitt","SFG",191,210,45,22,6,23,1,0.236949
"oopsy","oopsy",2026,27599,"Jacob Hurtubise","MIL",1,1,0,0,0,0,0,0.218163
"oopsy","oopsy",2026,27604,"Alika Williams","PIT",1,1,0,0,0,0,0,0.231652
"oopsy","oopsy",2026,27615,"Alec Burleson","STL",551,602,149,68,19,73,6,0.269777
"oopsy","oopsy",2026,27630,"Nick Loftin","KCR",99,112,24,12,2,11,2,0.242603
"oopsy","oopsy",2026,27647,"Anthony Volpe","NYY",426,476,102,61,15,58,20,0.238705
"oopsy","oopsy",2026,27653,"Christian Koss","SFG",45,49,11,5,1,5,1,0.233222
"oopsy","oopsy",2026,27676,"Vinnie Pasquantino","KCR",579,644,155,81,25,88,2,0.267019
"oopsy","oopsy",2026,27684,"Michael Massey","KCR",305,329,76,35,9,37,3,0.249437
"oopsy","oopsy",2026,27690,"Joey Wiemer","WSN",106,119,23,12,3,12,3,0.216121
"oopsy","oopsy",2026,27698,"Eric Yang","CHC",1,1,0,0,0,0,0,0.202667
"oopsy","oopsy",2026,27735,"Brett Wisely","ATL",38,42,9,4,1,4,1,0.225192
"oopsy","oopsy",2026,27763,"Drew Romo","CHW",1,1,0,0,0,0,0,0.225689
"oopsy","oopsy",2026,27769,"Pete Crow-Armstrong","CHC",592,644,151,88,25,85,37,0.255011
"oopsy","oopsy",2026,27770,"Zac Veen","COL",107,119,26,14,3,12,5,0.244441
"oopsy","oopsy",2026,27781,"Pedro León","PHI",19,21,4,2,1,2,1,0.223409
"oopsy","oopsy",2026,27784,"Tyler Gentry","KCR",1,1,0,0,0,0,0,0.221902
"oopsy","oopsy",2026,27789,"Shay Whitcomb","HOU",13,14,3,1,1,2,0,0.22714
"oopsy","oopsy",2026,27790,"Evan Carter","TEX",413,476,100,63,12,50,20,0.241632
"oopsy","oopsy",2026,27815,"Jordan Westburg","BAL",420,462,108,60,19,65,5,0.256268
"oopsy","oopsy",2026,27845,"Matt Mervis","WSN",25,28,6,3,1,3,0,0.223747
"oopsy","oopsy",2026,27883,"Thomas Saggese","STL",186,203,45,22,5,21,2,0.24465
"oopsy","oopsy",2026,27899,"Colt Keith","DET",440,490,116,64,15,58,3,0.263442
"oopsy","oopsy",2026,27915,"Alejandro Osuna","TEX",62,70,15,8,2,7,2,0.240603
"oopsy","oopsy",2026,27931,"Petey Halpin","CLE",19,21,4,2,0,2,0,0.219997
"oopsy","oopsy",2026,27962,"Adael Amador","COL",56,63,14,7,2,6,2,0.245699
"oopsy","oopsy",2026,27963,"Maximo Acosta","MIA",64,70,15,7,1,7,3,0.229065
"oopsy","oopsy",2026,28022,"Edgar Quero","CHW",409,466,101,50,10,47,1,0.24754
"oopsy","oopsy",2026,28080,"Jasson Domínguez","NYY",99,112,25,14,3,13,5,0.248203
"oopsy","oopsy",2026,28142,"Jhostynxon Garcia","PIT",281,308,65,36,10,34,3,0.23087
"oopsy","oopsy",2026,28163,"Junior Caminero","TBR",612,665,169,90,36,102,5,0.276261
"oopsy","oopsy",2026,28253,"Javier Sanoja","MIA",215,231,55,27,3,22,6,0.256477
"oopsy","oopsy",2026,28312,"Coby Mayo","BAL",131,147,32,19,6,20,1,0.24251
"oopsy","oopsy",2026,28344,"Tsung-Che Cheng","BOS",1,1,0,0,0,0,0,0.219541
"oopsy","oopsy",2026,28552,"Yanquiel Fernández","NYY",7,7,2,1,0,1,0,0.237038
"oopsy","oopsy",2026,28806,"Jackson Chourio","MIL",600,651,161,86,25,89,25,0.268147
"oopsy","oopsy",2026,28816,"Denzer Guzman","LAA",13,14,3,1,0,1,0,0.21485
"oopsy","oopsy",2026,28820,"Moisés Ballesteros","CHC",333,368,86,41,10,42,0,0.256732
"oopsy","oopsy",2026,28824,"Samuel Basallo","BAL",396,438,102,57,19,62,2,0.25785
"oopsy","oopsy",2026,29478,"Carter Jensen","KCR",354,401,86,53,12,45,3,0.241939
"oopsy","oopsy",2026,29487,"Blake Dunn","CIN",24,28,5,3,1,2,1,0.223084
"oopsy","oopsy",2026,29490,"Jackson Merrill","SDP",580,630,154,83,24,84,7,0.264896
"oopsy","oopsy",2026,29518,"James Wood","WSN",563,644,144,86,26,84,17,0.256544
"oopsy","oopsy",2026,29524,"Bryce Teodosio","LAA",256,280,54,31,4,23,13,0.211964
"oopsy","oopsy",2026,29547,"Ryan Bliss","SEA",50,56,11,6,1,6,4,0.21575
"oopsy","oopsy",2026,29554,"Adrian Del Castillo","ARI",142,158,32,18,4,18,0,0.228259
"oopsy","oopsy",2026,29571,"Tim Tawa","ARI",152,168,34,18,5,18,3,0.226029
"oopsy","oopsy",2026,29573,"Billy Cook","PIT",6,7,1,1,0,1,0,0.220948
"oopsy","oopsy",2026,29575,"Trey Sweeney","DET",19,21,4,2,1,2,0,0.22892
"oopsy","oopsy",2026,29576,"Ben Rice","NYY",476,546,118,73,27,80,5,0.248243
"oopsy","oopsy",2026,29591,"Colton Cowser","BAL",448,511,107,64,20,67,13,0.23969
"oopsy","oopsy",2026,29592,"Connor Norby","MIA",452,497,109,53,15,57,9,0.24083
"oopsy","oopsy",2026,29606,"Justyn-Henry Malloy","TBR",173,203,39,23,5,21,1,0.227888
"oopsy","oopsy",2026,29614,"Chad Stevens","COL",1,1,0,0,0,0,0,0.236458
"oopsy","oopsy",2026,29617,"Henry Davis","PIT",249,282,57,31,8,30,5,0.228978
"oopsy","oopsy",2026,29622,"Sal Frelick","MIL",457,511,120,62,8,48,15,0.262761
"oopsy","oopsy",2026,29630,"Joey Loperfido","HOU",361,399,87,46,11,45,8,0.239395
"oopsy","oopsy",2026,29634,"Will Wagner","SDP",31,35,8,4,1,3,0,0.246225
"oopsy","oopsy",2026,29646,"Caleb Durbin","BOS",497,560,126,61,10,57,26,0.253039
"oopsy","oopsy",2026,29668,"Marcelo Mayer","BOS",368,406,93,49,12,50,5,0.252835
"oopsy","oopsy",2026,29695,"Matt McLain","CIN",542,616,127,72,20,70,19,0.234481
"oopsy","oopsy",2026,29704,"Braxton Fulford","COL",182,205,43,24,6,22,3,0.237386
"oopsy","oopsy",2026,29712,"Colson Montgomery","CHW",531,602,121,73,21,69,3,0.228672
"oopsy","oopsy",2026,29715,"Hunter Goodman","COL",538,583,139,74,28,86,2,0.257699
"oopsy","oopsy",2026,29766,"Zack Gelof","ATH",100,112,23,12,4,13,4,0.227802
"oopsy","oopsy",2026,29779,"Max Muncy","ATH",286,315,67,34,9,36,3,0.236044
"oopsy","oopsy",2026,29788,"Brett Harris","ATH",136,154,32,17,4,15,2,0.231897
"oopsy","oopsy",2026,29794,"Kyle Manzardo","CLE",519,588,122,69,23,76,2,0.234495
"oopsy","oopsy",2026,29830,"Jack Winkler","HOU",1,1,0,0,0,0,0,0.212268
"oopsy","oopsy",2026,29844,"Liam Hicks","MIA",262,305,63,32,4,26,1,0.239186
"oopsy","oopsy",2026,29858,"Denzel Clarke","ATH",375,420,87,55,11,45,16,0.232085
"oopsy","oopsy",2026,29912,"Darren Baker","CHW",1,1,0,0,0,0,0,0.238309
"oopsy","oopsy",2026,29931,"Jacob Young","WSN",315,350,76,36,3,26,19,0.24005
"oopsy","oopsy",2026,29949,"Tyler Black","MIL",6,7,1,1,0,1,0,0.226102
"oopsy","oopsy",2026,29958,"Harry Ford","WSN",203,238,46,26,5,22,5,0.227927
"oopsy","oopsy",2026,29976,"Jordan Lawlar","ARI",293,329,70,42,8,35,15,0.238969
"oopsy","oopsy",2026,29993,"Brady House","WSN",490,525,120,53,15,57,4,0.244561
"oopsy","oopsy",2026,29995,"Daylen Lile","WSN",503,553,131,77,11,54,15,0.260575
"oopsy","oopsy",2026,30011,"Christian Encarnacion-Strand","CIN",6,7,2,1,0,1,0,0.250773
"oopsy","oopsy",2026,30028,"Bob Seymour",,1,1,0,0,0,0,0,0.234096
"oopsy","oopsy",2026,30038,"Carson Williams","TBR",389,434,83,55,16,48,14,0.214338
"oopsy","oopsy",2026,30063,"Tristan Peters","CHW",19,21,4,2,0,2,0,0.228094
"oopsy","oopsy",2026,30116,"Seiya Suzuki","CHC",551,623,142,86,27,85,8,0.257503
"oopsy","oopsy",2026,30162,"Oscar Colás",,1,1,0,0,0,0,0,0.220405
"oopsy","oopsy",2026,30163,"César Prieto","STL",13,14,3,1,0,1,0,0.256252
"oopsy","oopsy",2026,31166,"Heston Kjerstad","BAL",25,28,6,3,1,3,0,0.23811
"oopsy","oopsy",2026,31347,"Zach Neto","LAA",594,665,152,84,28,90,30,0.255858
"oopsy","oopsy",2026,31349,"Victor Scott II","STL",520,581,116,60,8,46,40,0.222175
"oopsy","oopsy",2026,31354,"Jimmy Crooks","STL",93,103,22,11,2,10,0,0.23696
"oopsy","oopsy",2026,31357,"Nathan Church","STL",179,196,44,20,3,17,5,0.2479
"oopsy","oopsy",2026,31363,"Graham Pauley","MIA",269,301,63,33,9,34,4,0.234324
"oopsy","oopsy",2026,31370,"Jakob Marsee","MIA",497,581,111,70,13,55,42,0.222601
"oopsy","oopsy",2026,31382,"Dalton Rushing","LAD",146,168,33,20,6,20,0,0.225865
"oopsy","oopsy",2026,31394,"Brooks Baldwin","CHW",365,399,89,43,13,45,9,0.245276
"oopsy","oopsy",2026,31396,"Tyler Locklear","ARI",136,154,31,17,5,17,4,0.230731
"oopsy","oopsy",2026,31431,"Jordan Beck","COL",507,560,124,67,16,63,17,0.24436
"oopsy","oopsy",2026,31437,"Jace Jung","DET",24,28,6,3,1,3,0,0.227609
"oopsy","oopsy",2026,31500,"Ryan Ritter","COL",168,189,41,23,5,19,3,0.242323
"oopsy","oopsy",2026,31505,"Sal Stewart","CIN",451,504,114,57,17,64,7,0.252295
"oopsy","oopsy",2026,31522,"Tim Elko","CHW",7,7,2,1,0,1,0,0.236927
"oopsy","oopsy",2026,31539,"Drake Baldwin","ATL",470,528,125,68,20,69,1,0.266817
"oopsy","oopsy",2026,31545,"Drew Gilbert","SFG",137,154,32,18,4,16,1,0.232998
"oopsy","oopsy",2026,31562,"Zach Dezenzo","HOU",120,133,29,15,4,16,2,0.237382
"oopsy","oopsy",2026,31564,"Alan Roden","MIN",141,161,35,19,3,16,3,0.250768
"oopsy","oopsy",2026,31567,"Trey Lipscomb","WSN",13,14,3,1,0,1,0,0.239295
"oopsy","oopsy",2026,31580,"Chase Meidroth","CHW",473,553,118,62,7,46,12,0.248673
"oopsy","oopsy",2026,31583,"Zach Cole","HOU",387,434,84,56,15,51,14,0.216502
"oopsy","oopsy",2026,31595,"Brooks Lee","MIN",545,595,136,65,15,66,4,0.249774
"oopsy","oopsy",2026,31661,"Jacob Melton","TBR",134,147,30,15,4,16,9,0.221355
"oopsy","oopsy",2026,31665,"Alex Freeland","LAD",73,84,16,9,2,9,2,0.217698
"oopsy","oopsy",2026,31680,"Cole Young","SEA",343,392,81,47,8,38,6,0.235421
"oopsy","oopsy",2026,31695,"Dylan Beavers","BAL",353,406,85,53,11,45,13,0.241964
"oopsy","oopsy",2026,31765,"Nacho Alvarez Jr.","ATL",6,7,1,1,0,1,0,0.241543
"oopsy","oopsy",2026,31781,"Jackson Holliday","BAL",389,448,99,61,12,52,12,0.254195
"oopsy","oopsy",2026,31792,"Otto Kemp","PHI",241,273,56,34,8,30,5,0.233249
"oopsy","oopsy",2026,31793,"Rhylan Thomas","SEA",7,7,2,1,0,1,0,0.246022
"oopsy","oopsy",2026,31812,"Roman Anthony","BOS",540,630,142,89,19,77,8,0.26304
"oopsy","oopsy",2026,31837,"Masataka Yoshida","BOS",157,175,42,20,4,20,2,0.266964
"oopsy","oopsy",2026,31855,"Colby Thomas","ATH",238,259,57,32,10,35,4,0.239441
"oopsy","oopsy",2026,31912,"Chandler Simpson","TBR",421,455,113,49,2,33,46,0.268299
"oopsy","oopsy",2026,31991,"Rafael Flores Jr.","PIT",48,53,11,6,2,6,0,0.237215
"oopsy","oopsy",2026,32127,"Chase DeLauter","CLE",457,511,115,58,15,58,3,0.251122
"oopsy","oopsy",2026,33098,"Carson McCusker",,1,1,0,0,0,0,0,0.224152
"oopsy","oopsy",2026,33189,"Nolan Schanuel","LAA",533,616,139,74,12,61,7,0.260997
"oopsy","oopsy",2026,33197,"Ben Williamson","TBR",183,203,45,22,3,18,4,0.243065
"oopsy","oopsy",2026,33252,"Kyle Karros","COL",193,217,48,24,4,21,1,0.24966
"oopsy","oopsy",2026,33266,"Jacob Wilson","ATH",565,616,166,75,12,73,5,0.293909
"oopsy","oopsy",2026,33280,"Brice Matthews","HOU",18,21,4,3,1,2,1,0.218422
"oopsy","oopsy",2026,33321,"Luke Keaschall","MIN",486,560,123,66,13,60,25,0.254054
"oopsy","oopsy",2026,33322,"Matt Shaw","CHC",224,252,55,32,8,28,10,0.244523
"oopsy","oopsy",2026,33333,"Wyatt Langford","TEX",560,644,144,87,26,85,23,0.257952
"oopsy","oopsy",2026,33390,"Bryce Eldridge","SFG",408,448,91,46,16,54,1,0.223588
"oopsy","oopsy",2026,33541,"Dylan Crews","WSN",537,595,130,70,18,64,26,0.241447
"oopsy","oopsy",2026,33549,"Kyle Teel","CHW",403,464,97,51,12,47,6,0.240957
"oopsy","oopsy",2026,33644,"Kristian Campbell","BOS",85,98,22,12,2,11,1,0.253776
"oopsy","oopsy",2026,33704,"CJ Kayfus","CLE",378,427,89,54,12,46,3,0.235147
"oopsy","oopsy",2026,33824,"Jung Hoo Lee","SFG",542,609,147,83,12,66,10,0.271628
"oopsy","oopsy",2026,34979,"Christian Moore","LAA",399,448,91,53,13,47,7,0.229274
"oopsy","oopsy",2026,35041,"Jac Caglianone","KCR",437,483,113,62,19,62,2,0.257689
"oopsy","oopsy",2026,35108,"Cam Smith","HOU",398,448,96,57,12,48,6,0.240455
"oopsy","oopsy",2026,35110,"Nick Kurtz","ATH",538,616,143,88,35,99,3,0.266587
"oopsy","oopsy",2026,35322,"Hyeseong Kim","LAD",128,140,29,15,3,14,7,0.224832
"oopsy","oopsy",2026,,"A.J. Ewing","NYM",1,1,0,0,0,0,0,0.231326
"oopsy","oopsy",2026,,"A.J. Vukovich","ARI",26,28,6,3,1,3,0,0.23092
"oopsy","oopsy",2026,,"Aaron Antonini","DET",1,1,0,0,0,0,0,0.217167
"oopsy","oopsy",2026,,"Aaron Bracho",,1,1,0,0,0,0,0,0.206554
"oopsy","oopsy",2026,,"Aaron McKeithan","SEA",1,1,0,0,0,0,0,0.221176
"oopsy","oopsy",2026,,"Aaron Parker","TOR",1,1,0,0,0,0,0,0.216644
"oopsy","oopsy",2026,,"Aaron Sabato","MIN",1,1,0,0,0,0,0,0.209658
"oopsy","oopsy",2026,,"Aaron Zavala","TEX",1,1,0,0,0,0,0,0.193108
"oopsy","oopsy",2026,,"Abdias De La Cruz","ARI",1,1,0,0,0,0,0,0.195454
"oopsy","oopsy",2026,,"Abel Bastidas",,1,1,0,0,0,0,0,0.202281
"oopsy","oopsy",2026,,"Abel Lorenzo","LAD",1,1,0,0,0,0,0,0.182039
"oopsy","oopsy",2026,,"Abimelec Ortiz","WSN",203,224,47,26,9,26,0,0.233919
"oopsy","oopsy",2026,,"Abraham Nunez","CHW",1,1,0,0,0,0,0,0.206718
"oopsy","oopsy",2026,,"Abrahan Gutierrez","NYY",1,1,0,0,0,0,0,0.215866
"oopsy","oopsy",2026,,"Abrahan Ramirez","MIA",1,1,0,0,0,0,0,0.208831
"oopsy","oopsy",2026,,"Adam Hackenberg","CHW",1,1,0,0,0,0,0,0.201326
"oopsy","oopsy",2026,,"Adam Hall",,1,1,0,0,0,0,0,0.205328
"oopsy","oopsy",2026,,"Adam Retzbach","BAL",1,1,0,0,0,0,0,0.186839
"oopsy","oopsy",2026,,"Adam Zebrowski","ATL",1,1,0,0,0,0,0,0.204373
"oopsy","oopsy",2026,,"Adan Sanchez",,1,1,0,0,0,0,0,0.195697
"oopsy","oopsy",2026,,"Addison Kopack",,1,1,0,0,0,0,0,0.199185
"oopsy","oopsy",2026,,"Adrian De Leon","ARI",1,1,0,0,0,0,0,0.178511
"oopsy","oopsy",2026,,"Adrian Garcia",,1,1,0,0,0,0,0,0.21666
"oopsy","oopsy",2026,,"Adrian Gil","CHW",1,1,0,0,0,0,0,0.175809
"oopsy","oopsy",2026,,"Adrian Pinto","TOR",1,1,0,0,0,0,0,0.233077
"oopsy","oopsy",2026,,"Adrian Placencia","LAA",1,1,0,0,0,0,0,0.191334
"oopsy","oopsy",2026,,"Adrian Rodriguez","ARI",1,1,0,0,0,0,0,0.191297
"oopsy","oopsy",2026,,"Adrian Santana","TBR",1,1,0,0,0,0,0,0.228639
"oopsy","oopsy",2026,,"Adrián Sugastey","SFG",1,1,0,0,0,0,0,0.235391
"oopsy","oopsy",2026,,"Adriander Mejía","BAL",1,1,0,0,0,0,0,0.218287
"oopsy","oopsy",2026,,"Aeverson Arteaga","SFG",1,1,0,0,0,0,0,0.206859
"oopsy","oopsy",2026,,"Ahbram Liendo","BOS",1,1,0,0,0,0,0,0.207503
"oopsy","oopsy",2026,,"Aidan Longwell","COL",1,1,0,0,0,0,0,0.237609
"oopsy","oopsy",2026,,"Aidan Miller","PHI",37,42,8,5,1,4,3,0.231673
"oopsy","oopsy",2026,,"Aidan Smith","TBR",1,1,0,0,0,0,0,0.206936
"oopsy","oopsy",2026,,"Aiden Taurek","SEA",1,1,0,0,0,0,0,0.219632
